CityId,Han,age,card_age,cashAmt_mean,cashAmt_non_null_months,cashCnt_mean,cashCnt_non_null_months,cashTotalAmt,cashTotalCnt,education,idVerify,inCourt,isBlackList,isCrime,isDue,maritalStatus,monthCardLargeAmt,netLength,noTransWeekPre,onlineTransAmt,onlineTransCnt,publicPayAmt,publicPayCnt,sex,threeVerify,transAmt_mean?,transAmt_non_null_months,transCnt_mean,transCnt_non_null_months,transTotalAmt?,transTotalCnt,Default
二线城市,0,23,29,0,0,0,0,0,0,?小学,?None,0,0,0,0,?未婚,139420,?24个月以上,0.31,73360,150,45720,51,?男,?一致,20729.17,12,9.25,12,248790,114,0
一线城市,0,29,14,5335,10,2.6,10,53350,26,?小学,?None,0,0,0,0,?None,150230,?24个月以上,0.02,182320,198,80960,48,?女,?一致,27162.5,12,15,12,326020,186,0
一线城市,0,27,24,3400,2,2,2,6800,4,?小学,?一致,0,0,0,0,?未婚,1610,?24个月以上,0.81,2040,3,0,0,?男,?一致,291.43,7,0.29,7,2040,2,0
一线城市,0,37,7,1500,1,3,1,1500,3,?小学,?None,0,0,0,0,?未婚,0,?24个月以上,0.63,-610340,63,0,0,?男,?一致,0,6,0,6,0,0,0
其它,0,46,19,100,1,1,1,100,1,?初中,?None,0,0,0,0,?未婚,46210,?24个月以上,0.06,-742050,153,58230,51,?男,?一致,16368.33,12,10.25,12,196470,123,0
二线城市,0,34,12,200,2,1,2,400,2,?初中,?None,0,0,0,0,?未婚,0,?24个月以上,0.96,0,0,0,0,?男,?一致,0,2,0,2,0,0,0
二线城市,0,39,10,6250,2,3,2,12500,6,?小学,?None,0,1,0,1,?已婚,3680,?24个月以上,0.87,0,0,0,0,?男,?一致,920,4,0.5,4,3680,2,0
二线城市,0,49,21,11600,2,4.5,2,23200,9,?None,?None,0,0,0,0,?None,2940,?无效,0.58,-113310,18,-22510,5,?男,?一致,1040,7,1.57,7,7300,9,0
二线城市,0,26,69,400,4,1.75,4,1600,7,?小学,?不一致,0,0,0,0,?未婚,260,?24个月以上,0.71,-60,15,0,9,?男,?一致,95,6,0.83,6,580,5,0
一线城市,0,27,10,100,1,1,1,100,1,?小学,?不一致,0,0,0,0,?已婚,30000,?12-24个月,0.92,58700,2,0,0,?女,?None,19643.33,3,1,3,58930,3,0
一线城市,1,32,38,9250,4,3.25,4,37000,13,?高中,?不一致,0,0,0,0,?未婚,19360,?24个月以上,0.65,30920,24,0,0,?女,?一致,3371,10,2.1,10,33730,21,0
二线城市,0,41,77,15530,1,10,1,15530,10,?本科以上,?一致,0,0,0,0,?未婚,8110,?24个月以上,0.75,21290,9,13170,7,?女,?一致,2880,8,2.25,8,23060,18,0
其它,0,23,2,200,2,1,2,400,2,?小学,?None,0,0,0,0,?未婚,0,?24个月以上,0.96,0,0,0,0,?男,?不一致,0,2,0,2,0,0,0
一线城市,0,25,26,0,0,0,0,0,0,?高中,?一致,0,0,0,0,?未婚,33240,?24个月以上,0.5,12810,144,51210,42,?女,?一致,14367.5,8,11,8,114970,93,0
一线城市,0,23,12,100,1,1,1,100,1,?小学,?一致,0,0,0,0,?已婚,1840,?24个月以上,0.79,5030,12,0,2,?女,?一致,778.75,8,2.13,8,6240,17,0
二线城市,0,51,6,1750,2,1,2,3500,2,?小学,?None,0,0,0,0,?None,0,?24个月以上,0.96,0,0,0,0,?男,?一致,0,2,0,2,0,0,0
一线城市,0,27,27,100,2,1,2,200,2,?小学,?不一致,0,0,0,0,?未婚,2880,?12-24个月,0.87,-3330,18,660,7,?女,?一致,1070,3,2.67,3,3210,8,0
二线城市,1,29,17,0,0,0,0,0,0,?初中,?不一致,0,0,0,0,?已婚,17190,?24个月以上,0.48,23840,7,26270,4,?女,?一致,8379.17,12,5.92,12,100600,69,0
一线城市,0,33,62,0,0,0,0,0,0,?小学,?一致,0,0,0,0,?未婚,50000,?24个月以上,0.94,10000,1,0,0,?男,?不一致,20000,3,1,3,60000,3,0
二线城市,0,50,16,200,3,1,3,600,3,?初中,?None,0,0,0,0,?未婚,249440,?无效,0.63,20760,33,-27760,2,?男,?一致,30607.27,11,2,11,336710,21,0
二线城市,0,32,9,0,0,0,0,0,0,?小学,?None,0,0,0,0,?已婚,50,?无效,0.98,0,0,0,0,?男,?一致,50,1,1,1,50,1,0
一线城市,0,24,18,3045.45,11,3.73,11,33500,41,?None,?None,0,0,0,0,?未婚,12330,?24个月以上,0.08,51960,192,24870,69,?男,?不一致,7693.33,12,11.83,12,92380,144,0
一线城市,0,37,33,1400,3,1,3,4200,3,?小学,?一致,0,0,0,0,?None,10000,?24个月以上,0.88,10000,1,10000,1,?男,?一致,4018,5,0.8,5,20090,4,0
一线城市,0,34,36,4457.14,7,2.29,7,31200,16,?小学,?None,0,0,0,0,?未婚,27800,?24个月以上,0.44,25660,4,0,0,?女,?一致,10110.83,12,4,12,121370,48,0
其它,0,29,48,0,0,0,0,0,0,?小学,?不一致,0,0,0,0,?未婚,15260,?24个月以上,0.35,64320,63,30960,24,?女,?一致,5770,12,5.08,12,69300,63,0
二线城市,0,23,29,1560,5,1.2,5,7800,6,?初中,?None,0,0,0,0,?None,9480,?24个月以上,0.33,12170,154,12420,33,?男,?None,2204.55,11,12.73,11,24280,145,0
二线城市,0,43,40,0,0,0,0,0,0,?None,?None,0,0,0,0,?None,4500,?无效,0.65,-82450,15,4500,3,?女,?不一致,1325,8,0.88,8,10620,7,0
一线城市,0,43,7,0,0,0,0,0,0,?小学,?None,0,0,0,1,?未婚,0,?无效,0.96,0,0,0,1,?男,?一致,0,2,1,2,0,2,0
一线城市,0,57,49,1650,4,1,4,6600,4,?小学,?一致,0,0,0,0,?未婚,17590,?无效,0.63,12080,21,48560,8,?男,?一致,7210.83,12,1.33,12,86610,15,0
二线城市,0,30,4,0,0,0,0,0,0,?小学,?None,0,0,0,0,?未婚,200,?24个月以上,0.98,0,0,0,0,?男,?一致,200,1,1,1,200,1,0
二线城市,0,43,8,8000,1,2,1,8000,2,?小学,?一致,0,0,0,0,?未婚,52010,?12-24个月,0.94,0,0,0,0,?女,?None,26005,2,2.5,2,52010,5,0
一线城市,0,36,3,0,0,0,0,0,0,?高中,?None,0,0,0,0,?未婚,3810,?6-12个月,0.92,9350,4,0,0,?男,?一致,3810,3,1,3,11440,3,0
一线城市,0,40,46,0,0,0,0,0,0,?高中,?None,0,0,0,0,?未婚,50000,?24个月以上,0.35,-41430,32,-119590,11,?女,?一致,23128.33,12,8.08,12,277610,98,0
其它,0,55,30,0,0,0,0,0,0,?本科以上,?不一致,0,0,0,0,?未婚,1000,?12-24个月,0.98,0,0,0,0,?女,?一致,1000,1,1,1,1000,1,0
其它,0,35,30,8800,1,3,1,8800,3,?初中,?一致,0,0,0,0,?已婚,14350,?24个月以上,0.38,-79080,84,30280,17,?女,?一致,11030.83,12,7.25,12,132480,87,0
其它,0,29,2,700,1,2,1,700,2,?初中,?None,0,0,0,0,?未婚,0,?无效,0.98,0,0,0,0,?女,?一致,0,1,0,1,0,0,0
其它,0,43,14,0,0,0,0,0,0,?初中,?一致,0,0,0,0,?None,380,?24个月以上,0.96,0,0,0,0,?男,?一致,310,2,1.5,2,620,3,0
一线城市,0,31,62,5000,1,2,1,5000,2,?高中,?None,0,0,0,0,?未婚,100660,?无效,0.52,210580,87,79720,36,?男,?不一致,26320,8,10.75,8,210580,87,0
一线城市,0,26,55,4416.67,6,1.5,6,26500,9,?本科以上,?不一致,0,0,0,0,?未婚,44230,?24个月以上,0.71,8520,12,0,0,?男,?一致,8871.11,9,2,9,79840,18,0
二线城市,0,28,52,0,0,0,0,0,0,?小学,?None,0,0,0,0,?未婚,7660,?24个月以上,0.71,5000,61,12610,32,?男,?None,6440,12,3.08,12,77320,36,0
一线城市,0,53,53,4000,4,1.5,4,16000,6,?初中,?不一致,1,0,0,1,?未婚,7100,?24个月以上,0.46,31670,39,13870,15,?男,?不一致,4221.25,8,5.63,8,33800,45,0
二线城市,0,35,20,833.33,3,1,3,2500,3,?小学,?None,0,0,0,0,?None,52730,?24个月以上,0.65,113700,4,7000,1,?男,?一致,15315,8,1.88,8,122540,15,0
其它,0,31,26,0,0,0,0,0,0,?高中,?None,0,0,0,0,?已婚,0,?无效,0.96,0,1,0,0,?女,?一致,0,1,0,1,0,0,0
二线城市,0,31,44,0,0,0,0,0,0,?初中,?不一致,0,0,0,0,?未婚,40000,?24个月以上,0.58,27610,8,50170,5,?女,?不一致,12940,10,2.8,10,129420,27,0
二线城市,0,31,35,0,0,0,0,0,0,?小学,?None,0,0,0,0,?已婚,70,?24个月以上,0.9,-47820,24,0,0,?男,?None,23.33,3,0.33,3,70,1,0
其它,0,30,4,0,0,0,0,0,0,?小学,?None,0,0,0,0,?未婚,0,?6-12个月,0.98,0,1,0,1,?女,?一致,0,0,0,0,0,0,0
二线城市,0,31,11,333.33,3,1,3,1000,3,?高中,?一致,0,0,0,0,?未婚,0,?24个月以上,0.52,-64940,45,-2890,8,?男,?一致,0,8,0,8,0,0,0
一线城市,0,32,19,0,0,0,0,0,0,?小学,?None,0,0,0,0,?已婚,0,?24个月以上,0,0,0,0,0,?男,?一致,0,0,0,0,0,0,0
一线城市,0,36,79,2612.5,8,2.13,8,20900,17,?本科以上,?不一致,0,0,0,0,?未婚,19700,?24个月以上,0.21,-3376840,225,-862170,75,?男,?一致,4775.83,12,2.33,12,57350,28,0
二线城市,0,46,6,0,0,0,0,0,0,?小学,?None,0,0,0,0,?已婚,16000,?24个月以上,0.87,12520,12,120,1,?女,?一致,4240,4,1.75,4,16960,7,0
二线城市,0,40,27,400,1,1,1,400,1,?None,?一致,0,0,0,0,?未婚,950,?24个月以上,0.63,-1420,27,2490,6,?男,?一致,316.67,9,1.44,9,2870,12,0
二线城市,0,46,35,0,0,0,0,0,0,?初中,?一致,0,0,0,0,?未婚,14360,?24个月以上,0.42,-30120,57,31260,12,?男,?一致,5106.67,12,2,12,61300,24,0
一线城市,0,26,14,200,1,1,1,200,1,?高中,?None,0,0,0,0,?未婚,0,?0-6个月,0.98,0,0,0,0,?男,?不一致,0,1,0,1,0,0,0
二线城市,0,47,22,1950,2,1.5,2,3900,3,?小学,?None,0,0,0,0,?未婚,6810,?24个月以上,0.87,0,0,0,0,?女,?一致,3154,5,1,5,15770,5,0
其它,0,52,3,0,0,0,0,0,0,?高中,?一致,0,0,0,0,?None,390,?24个月以上,0.96,0,3,0,0,?男,?一致,195,2,0.5,2,390,1,0
二线城市,0,38,9,4160,5,2,5,20800,10,?小学,?None,0,0,0,0,?None,2360,?无效,0.73,-2970,1,0,0,?男,?一致,337.5,8,0.5,8,2700,4,0
二线城市,0,32,3,0,0,0,0,0,0,?高中,?None,0,0,0,0,?None,1620,?24个月以上,0.98,0,0,0,0,?男,?一致,1620,1,1,1,1620,1,0
二线城市,0,23,39,500,2,1.5,2,1000,3,?小学,?None,0,0,0,0,?已婚,29940,?24个月以上,0.38,38210,120,34670,39,?男,?一致,8570,10,8.6,10,85740,87,0
二线城市,0,30,73,0,0,0,0,0,0,?None,?None,0,0,0,0,?未婚,200,?24个月以上,0.96,200,1,0,0,?女,?一致,200,1,1,1,200,1,0
二线城市,0,30,9,1000,1,1,1,1000,1,?高中,?None,0,0,0,0,?已婚,250,?24个月以上,0.96,0,0,0,0,?女,?一致,125,2,1,2,250,2,0
一线城市,0,45,2,0,0,0,0,0,0,?高中,?一致,0,0,0,0,?已婚,40000,?0-6个月,0.96,0,0,0,0,?男,?一致,40000,1,2,1,40000,2,0
其它,0,29,18,200,1,1,1,200,1,?本科以上,?一致,0,0,0,0,?未婚,310,?24个月以上,0.94,0,0,0,0,?女,?一致,310,1,3,1,310,3,0
一线城市,0,44,68,500,1,1,1,500,1,?初中,?None,0,0,0,0,?None,4840,?24个月以上,0.87,-13860,9,-17710,7,?男,?一致,1210,4,0.25,4,4840,1,0
一线城市,0,51,81,850,4,1.5,4,3400,6,?初中,?None,0,0,0,0,?None,0,?6-12个月,0.9,0,0,0,0,?男,?一致,0,4,0,4,0,0,0
二线城市,0,24,12,790,10,3.5,10,7900,35,?高中,?None,0,0,0,0,?已婚,10610,?无效,0.38,9300,33,8780,7,?男,?一致,2611.82,11,5.45,11,28770,63,0
二线城市,0,47,14,0,0,0,0,0,0,?小学,?一致,0,0,0,0,?未婚,1770,?24个月以上,0.73,4870,9,1320,3,?男,?一致,1232,5,3,5,6170,15,0
二线城市,0,29,14,1800,9,2.78,9,16200,25,?小学,?一致,0,0,0,0,?未婚,340,?12-24个月,0.6,-2940,7,0,5,?男,?一致,30.91,11,0.09,11,340,1,0
二线城市,1,32,22,1381.82,11,2.09,11,15200,23,?初中,?不一致,0,0,0,0,?未婚,30260,?24个月以上,0.38,54550,3,-97440,15,?男,?一致,4545.83,12,0.25,12,54550,3,0
二线城市,0,33,30,0,0,0,0,0,0,?高中,?None,0,0,0,0,?未婚,380,?24个月以上,0.98,380,1,0,0,?男,?None,380,1,1,1,380,1,0
一线城市,0,28,72,4348.33,6,2.83,6,26090,17,?初中,?None,0,0,0,0,?已婚,4380,?24个月以上,0.5,6310,12,4790,10,?女,?一致,1085.45,11,2.45,11,11970,27,0
其它,1,28,6,0,0,0,0,0,0,?初中,?一致,0,0,0,0,?已婚,210,?24个月以上,0.94,0,1,0,1,?男,?一致,105,2,1,2,210,2,0
其它,0,23,35,0,0,0,0,0,0,?小学,?不一致,0,0,0,0,?已婚,6390,?24个月以上,0.04,-388010,195,12240,9,?男,?None,3366.67,12,5.42,12,40450,63,0
?二线城市,0,43,38,0,0,0,0,0,0,?初中,?None,0,0,0,0,?未婚,0,?无效,0,0,0,0,0,?男,?None,0,0,0,0,0,0,0
二线城市,0,27,47,1237.5,8,2.13,8,9900,17,?本科以上,?None,1,0,0,0,?未婚,30920,?24个月以上,0.35,16720,102,27220,18,?男,?一致,4600.83,12,7.58,12,55270,93,0
一线城市,0,28,46,1072.73,11,3.73,11,11800,41,?初中,?None,0,0,0,0,?None,29250,?24个月以上,0.17,-352550,201,0,0,?女,?一致,2676.67,12,2.42,12,32130,30,0
二线城市,0,33,75,0,0,0,0,0,0,?初中,?一致,0,0,0,0,?未婚,250,?24个月以上,0.98,0,0,0,0,?女,?一致,250,1,1,1,250,1,0
二线城市,0,58,33,0,0,0,0,0,0,?本科以上,?None,1,0,0,0,?已婚,0,?无效,0.98,0,0,0,0,?男,?一致,0,0,0,0,0,0,0
其它,1,24,23,671.43,7,1.43,7,4700,10,?本科以上,?不一致,0,0,0,0,?未婚,4490,?24个月以上,0.52,-5110,30,410,8,?女,?一致,796.36,11,3.45,11,8810,36,0
其它,0,32,48,5075,4,2.5,4,20300,10,?小学,?None,1,1,1,0,?未婚,3210,?24个月以上,0.54,-53480,30,7280,6,?男,?一致,1173.33,12,1.33,12,14110,15,0
其它,0,24,12,2775,4,2.75,4,11100,11,?高中,?None,0,0,0,0,?未婚,400,?12-24个月,0.87,0,0,0,0,?男,?None,160,5,0.8,5,800,4,0
一线城市,1,21,3,0,0,0,0,0,0,?高中,?一致,0,0,0,0,?未婚,400,?12-24个月,0.94,300,1,300,1,?女,?一致,255,2,1.5,2,510,3,0
一线城市,0,39,50,2225,4,2.25,4,8900,9,?初中,?None,0,0,0,0,?未婚,108410,?24个月以上,0.33,236870,90,220850,39,?女,?一致,22080,12,6.67,12,264990,81,0
二线城市,0,30,2,0,0,0,0,0,0,?小学,?None,0,0,0,0,?已婚,0,?24个月以上,0.87,-227820,117,0,0,?男,?一致,0,2,0,2,0,0,0
一线城市,0,46,36,0,0,0,0,0,0,?初中,?None,0,0,0,0,?未婚,0,?24个月以上,0,0,0,0,0,?男,?一致,0,0,0,0,0,0,0
二线城市,0,44,2,40,1,1,1,40,1,?None,?None,0,0,0,0,?None,100,?24个月以上,0.94,0,1,0,1,?男,?一致,50,2,0.5,2,100,1,0
其它,0,28,9,100,3,1,3,300,3,?小学,?一致,1,0,0,0,?已婚,3940,?24个月以上,0.37,-107220,204,0,0,?男,?一致,1372.22,9,1.67,9,12380,15,0
二线城市,0,41,20,300,1,1,1,300,1,?初中,?不一致,0,0,0,0,?已婚,3600,?12-24个月,0.88,0,0,0,0,?男,?一致,2255,4,1.25,4,9020,5,0
二线城市,0,35,79,14412.5,8,3.13,8,115300,25,?初中,?None,0,0,0,0,?未婚,33100,?24个月以上,0.15,-1255230,177,-786850,93,?男,?一致,9603.33,12,1.5,12,115250,18,0
一线城市,0,41,6,0,0,0,0,0,0,?小学,?不一致,0,0,0,0,?已婚,8920,?24个月以上,0.83,-15620,15,5530,1,?女,?None,4160,3,2,3,12490,6,0
其它,0,39,31,0,0,0,0,0,0,?小学,?None,0,0,0,0,?未婚,0,?24个月以上,0,0,0,0,0,?男,?一致,0,0,0,0,0,0,0
一线城市,0,34,30,2500,3,1.33,3,7500,4,?小学,?None,0,0,0,0,?已婚,7340,?24个月以上,0.56,-107010,12,21120,9,?男,?None,2697,10,2.8,10,27000,27,0
二线城市,0,41,26,0,0,0,0,0,0,?小学,?None,0,0,0,0,?已婚,2760,?6-12个月,0.96,2760,1,0,0,?女,?不一致,1380,2,1,2,2760,2,0
一线城市,0,56,3,0,0,0,0,0,0,?小学,?一致,1,0,0,1,?已婚,2000,?24个月以上,0.98,2000,1,0,0,?男,?不一致,2000,1,1,1,2000,1,0
二线城市,1,47,23,0,0,0,0,0,0,?小学,?不一致,0,0,1,0,?None,0,?24个月以上,0,0,0,0,0,?女,?一致,0,0,0,0,0,0,0
一线城市,0,33,22,0,0,0,0,0,0,?高中,?None,0,0,0,0,?未婚,2750,?12-24个月,0.87,-7700,15,3050,4,?男,?一致,1360,3,1.67,3,4080,5,0
二线城市,0,37,37,200,1,1,1,200,1,?高中,?一致,0,0,0,0,?None,20200,?24个月以上,0.63,-36820,18,-14820,6,?男,?一致,2715,8,1.13,8,21730,9,0
二线城市,0,35,83,0,0,0,0,0,0,?小学,?不一致,0,0,0,0,?未婚,38250,?24个月以上,0.02,86800,342,101830,144,?男,?一致,16379.17,12,14.67,12,196600,180,0
一线城市,0,33,23,500,1,1,1,500,1,?本科以上,?一致,0,0,0,0,?已婚,0,?无效,0.56,-113700,39,0,0,?女,?一致,0,11,0,11,0,0,0
其它,0,44,47,6500,1,3,1,6500,3,?None,?None,0,0,0,0,?未婚,742610,?12-24个月,0.5,2158780,186,5710,9,?女,?一致,216387,10,17.9,10,2163900,183,0
二线城市,0,28,12,500,1,1,1,500,1,?初中,?一致,0,0,0,0,?已婚,2040,?24个月以上,0.9,1280,4,160,2,?男,?一致,882,5,0.6,5,4420,3,0
一线城市,0,33,44,0,0,0,0,0,0,?小学,?不一致,0,0,0,0,?未婚,2500,?24个月以上,0.85,2820,9,0,0,?男,?一致,470,6,1.67,6,2830,10,0
二线城市,0,31,2,0,0,0,0,0,0,?初中,?None,0,0,0,1,?None,0,?6-12个月,0.98,0,0,0,1,?男,?一致,0,1,2,1,0,2,0
一线城市,0,30,36,0,0,0,0,0,0,?初中,?不一致,0,0,0,0,?未婚,50,?6-12个月,0.9,-2550,3,0,0,?男,?一致,16.67,3,0.33,3,50,1,0
二线城市,0,33,27,0,0,0,0,0,0,?本科以上,?None,0,0,0,1,?未婚,0,?24个月以上,0.98,0,0,0,0,?女,?不一致,0,0,0,0,0,0,0
二线城市,0,26,0,0,0,0,0,0,0,?高中,?None,0,0,0,0,?未婚,92200,?24个月以上,0.12,131600,620,123100,190,?女,?一致,27700,12,24.92,12,332800,340,0
二线城市,0,35,85,5000,4,1.75,4,20000,7,?小学,?不一致,1,1,0,1,?未婚,110490,?24个月以上,0,-990660,426,80030,57,?男,?一致,55609.17,12,14.92,12,667360,189,0
一线城市,0,29,10,0,0,0,0,0,0,?高中,?一致,0,0,0,0,?None,6790,?6-12个月,0.5,10950,30,13030,12,?男,?一致,2613.33,9,2.11,9,23550,18,0
其它,0,24,17,0,0,0,0,0,0,?小学,?一致,0,0,0,0,?未婚,380,?12-24个月,0.88,-930,3,0,0,?男,?一致,100,4,1.25,4,410,5,0
二线城市,0,27,14,1000,1,1,1,1000,1,?初中,?一致,0,0,0,0,?已婚,690,?无效,0.69,5170,18,2930,10,?男,?不一致,466.36,11,1.55,11,5170,15,0
二线城市,0,36,17,0,0,0,0,0,0,?小学,?None,0,0,0,0,?None,0,?24个月以上,0,0,0,0,0,?女,?不一致,0,0,0,0,0,0,0
其它,0,33,38,0,0,0,0,0,0,?初中,?不一致,0,0,0,0,?已婚,672240,?24个月以上,0.23,1028100,84,1792500,42,?男,?一致,197894.17,12,4.33,12,2374740,51,0
二线城市,0,52,2,0,0,0,0,0,0,?小学,?None,0,0,0,0,?已婚,0,?12-24个月,0.98,0,0,0,0,?女,?一致,0,1,1,1,0,1,0
一线城市,0,24,12,1733.33,9,3.44,9,15600,31,?小学,?一致,0,0,0,0,?未婚,10000,?24个月以上,0.42,-201890,93,0,0,?男,?一致,833.33,12,0.08,12,10000,1,0
其它,0,29,2,300,1,1,1,300,1,?小学,?None,0,0,0,0,?未婚,0,?无效,0.98,0,0,0,0,?男,?不一致,0,1,0,1,0,0,0
其它,0,33,19,300,2,1.5,2,600,3,?高中,?None,0,0,0,0,?已婚,140,?24个月以上,0.88,-1090,2,0,0,?女,?一致,28,5,0.2,5,140,1,0
二线城市,0,40,0,0,0,0,0,0,0,?初中,?不一致,0,0,0,0,?未婚,8600,?24个月以上,0.56,-8000,50,9600,30,?男,?一致,2987.5,8,3.75,8,24200,30,0
二线城市,0,23,32,384.29,7,4.14,7,2690,29,?None,?None,0,0,0,0,?未婚,13700,?无效,0.31,12870,66,8160,12,?男,?None,4351.82,11,7.36,11,47930,84,0
一线城市,0,24,8,0,0,0,0,0,0,?小学,?None,0,0,0,0,?已婚,260,?12-24个月,0.88,1340,5,260,1,?男,?一致,228.33,6,1,6,1410,6,0
二线城市,0,53,10,0,0,0,0,0,0,?初中,?None,0,0,0,0,?None,9650,?0-6个月,0.4,-702550,201,14150,3,?男,?不一致,1572.22,9,0.33,9,14150,3,0
其它,0,31,25,2200,1,2,1,2200,2,?小学,?None,0,0,0,0,?未婚,170,?12-24个月,0.88,0,5,0,2,?男,?一致,63.33,3,1.33,3,190,4,0
其它,0,36,11,0,0,0,0,0,0,?小学,?None,0,0,0,0,?已婚,20,?12-24个月,0.96,20,1,20,1,?女,?一致,10,2,0.5,2,20,1,0
其它,0,30,11,200,1,1,1,200,1,?初中,?None,0,0,0,0,?已婚,9780,?24个月以上,0.54,18150,42,23990,24,?男,?一致,3211.11,9,3.67,9,28920,33,0
一线城市,0,29,12,1766.67,9,3.44,9,15900,31,?None,?None,0,0,0,0,?未婚,28460,?24个月以上,0.21,-174760,174,77050,30,?女,?一致,11227.27,11,5.45,11,123550,60,0
其它,0,31,41,0,0,0,0,0,0,?小学,?不一致,0,0,0,0,?已婚,6070,?无效,0.96,-91920,4,0,0,?女,?不一致,3035,2,0.5,2,6070,1,0
一线城市,0,35,41,0,0,0,0,0,0,?初中,?不一致,0,0,0,0,?已婚,0,?24个月以上,0.98,0,1,0,0,?女,?一致,0,0,0,0,0,0,0
其它,0,32,13,1233.33,3,1.33,3,3700,4,?初中,?None,0,0,0,0,?None,9710,?无效,0.87,0,0,0,0,?女,?一致,2872,5,1,5,14370,5,0
二线城市,1,32,28,0,0,0,0,0,0,?小学,?不一致,0,0,0,0,?未婚,0,?24个月以上,0.98,0,0,0,0,?女,?一致,0,1,0,1,0,0,0
其它,0,40,5,0,0,0,0,0,0,?小学,?一致,0,0,0,1,?已婚,1100,?无效,0.98,0,0,0,0,?男,?一致,1100,1,1,1,1100,1,0
一线城市,0,36,79,7962.5,8,2.5,8,63700,20,?小学,?一致,0,0,0,0,?未婚,203810,?24个月以上,0.46,0,1,220,2,?女,?一致,69376.67,12,6,12,832560,74,0
二线城市,0,39,18,1611.11,9,1.22,9,14500,11,?高中,?None,0,0,0,0,?未婚,91200,?24个月以上,0.65,-990,2,0,0,?男,?一致,11461,10,0.9,10,114620,9,0
二线城市,0,28,34,1080,5,1.4,5,5400,7,?None,?None,0,0,0,0,?未婚,37430,?24个月以上,0.63,-16800,12,0,2,?男,?不一致,4220,9,0.78,9,38000,7,0
二线城市,0,37,28,0,0,0,0,0,0,?初中,?None,0,0,0,0,?未婚,190,?24个月以上,0.87,-16940,9,0,6,?男,?一致,47.5,4,0.25,4,190,1,0
其它,0,27,7,850,4,1.75,4,3400,7,?小学,?None,0,0,0,0,?已婚,10700,?24个月以上,0.67,2880,30,0,0,?男,?不一致,4661.67,6,8.67,6,27990,51,0
二线城市,0,30,48,0,0,0,0,0,0,?初中,?不一致,0,0,0,0,?未婚,7200,?24个月以上,0.9,-37360,6,-8690,3,?女,?一致,1478,5,0.6,5,7400,3,0
其它,0,34,40,500,1,1,1,500,1,?小学,?None,0,0,0,1,?未婚,0,?24个月以上,0.98,0,0,0,0,?男,?一致,0,1,0,1,0,0,0
一线城市,0,44,25,4560,1,1,1,4560,1,?本科以上,?None,0,0,0,0,?已婚,1100,?24个月以上,0.83,-28460,10,20,1,?女,?一致,186.67,6,0.5,6,1120,3,0
其它,0,28,16,1000,1,4,1,1000,4,?小学,?None,0,0,0,0,?已婚,0,?无效,0.98,0,0,0,0,?女,?不一致,0,1,0,1,0,0,0
一线城市,0,30,4,8466.67,3,3.67,3,25400,11,?None,?None,0,0,0,0,?未婚,29780,?无效,0.77,1960,60,18890,18,?男,?一致,14176.67,3,12.67,3,42540,39,0
二线城市,0,27,3,0,0,0,0,0,0,?本科以上,?一致,0,1,0,0,?已婚,400,?12-24个月,0.96,800,2,0,0,?男,?一致,400,2,1,2,800,2,0
二线城市,0,55,6,1933.33,3,1,3,5800,3,?初中,?一致,0,0,0,0,?未婚,13560,?24个月以上,0.83,15060,42,0,0,?女,?一致,3765,4,10.25,4,15060,39,0
一线城市,0,35,76,5000,1,1,1,5000,1,?初中,?一致,0,0,0,0,?已婚,31860,?24个月以上,0.42,-95500,12,180,1,?女,?一致,7271.82,11,1.09,11,80020,12,0
二线城市,0,26,8,0,0,0,0,0,0,?初中,?None,0,0,0,0,?未婚,360,?无效,0.94,280,2,0,0,?男,?None,213.33,3,1.33,3,640,4,0
其它,0,42,31,6562.5,8,3.5,8,52500,28,?初中,?不一致,0,0,0,0,?已婚,140,?24个月以上,0.71,0,0,0,0,?女,?一致,35,8,0.25,8,290,2,0
二线城市,0,25,73,0,0,0,0,0,0,?初中,?None,0,0,0,0,?已婚,50,?无效,0.96,50,2,0,0,?男,?一致,50,1,1,1,50,1,0
其它,0,31,0,0,0,0,0,0,0,?小学,?None,0,0,0,0,?未婚,0,?24个月以上,0,0,0,0,0,?女,?一致,0,0,0,0,0,0,0
一线城市,0,38,36,2450,6,1.5,6,14700,9,?本科以上,?一致,0,0,0,0,?未婚,9350,?24个月以上,0.46,-10170,54,15970,21,?女,?一致,4278.33,12,2.83,12,51370,36,0
二线城市,0,37,24,0,0,0,0,0,0,?小学,?None,0,0,0,0,?None,0,?24个月以上,0,0,0,0,0,?女,?一致,0,0,0,0,0,0,0
其它,0,30,39,0,0,0,0,0,0,?高中,?None,0,0,0,0,?未婚,5000,?24个月以上,0.88,-2400,2,0,0,?女,?一致,1275,4,1,4,5100,4,0
一线城市,0,29,55,100,1,1,1,100,1,?None,?None,0,0,0,0,?None,900,?24个月以上,0.9,900,1,900,1,?男,?一致,300,5,1,5,1500,5,0
一线城市,0,29,25,1000,1,1,1,1000,1,?初中,?None,0,0,0,0,?未婚,14480,?无效,0.06,-658730,234,69420,24,?女,?一致,10730.83,12,7.58,12,128820,93,0
二线城市,0,29,48,6000,1,2,1,6000,2,?初中,?不一致,1,0,0,0,?未婚,9340,?24个月以上,0.46,-137820,27,0,0,?女,?None,2754.17,12,0.67,12,33060,8,0
